순번,지역본부,관리부서,지역,명,주소,호,주택군,주택열람일정,공급형,성별용도,확장면적,"전용
면적","주거공용
면적",면적계,방수,층수,"승강기
유무",주택유형,청년수급자_임대보증금,청년수급자_월임대료,청년일반_임대보증금,청년일반_월임대료,비고
1,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산남구),부산광역시 남구 유엔평화로41번길 70-1(대연동) 센텀뷰5,202,부산남구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,17.5600,4.6893,22.2493,1,2층,N,도시형생활주택(원룸형),"1,000,000 ","147,750 ","2,000,000 ","177,620 ",
2,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산남구),부산광역시 남구 유엔평화로41번길 70-1(대연동) 센텀뷰5,203,부산남구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,16.3500,4.3662,20.7162,1,2층,N,도시형생활주택(원룸형),"1,000,000 ","137,120 ","2,000,000 ","164,470 ",
3,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산남구),부산광역시 남구 유엔평화로41번길 70-1(대연동) 센텀뷰5,501,부산남구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,15.0000,4.0057,19.0057,1,5층,N,도시형생활주택(원룸형),"1,000,000 ","126,750 ","2,000,000 ","151,680 ",
4,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",203,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
5,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",204,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
6,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",205,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
7,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",206,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
8,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",207,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
9,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",208,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
10,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",209,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
11,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",210,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
12,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",214,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","230,550 ","2,000,000 ","280,170 ",공용관리비 높음(자체관리소 보유)
13,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",217,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","230,550 ","2,000,000 ","280,170 ",공용관리비 높음(자체관리소 보유)
14,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",218,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,2층,Y,도시형생활주택(원룸형),"1,000,000 ","230,550 ","2,000,000 ","280,170 ",공용관리비 높음(자체관리소 보유)
15,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",311,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,3층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
16,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",312,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,3층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
17,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",314,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,3층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
18,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",315,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,3층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
19,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",316,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,3층,Y,도시형생활주택(원룸형),"1,000,000 ","235,480 ","2,000,000 ","286,350 ",공용관리비 높음(자체관리소 보유)
20,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",410,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,4층,Y,도시형생활주택(원룸형),"1,000,000 ","242,910 ","2,000,000 ","295,620 ",공용관리비 높음(자체관리소 보유)
21,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",503,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,5층,Y,도시형생활주택(원룸형),"1,000,000 ","245,380 ","2,000,000 ","298,710 ",공용관리비 높음(자체관리소 보유)
22,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",505,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,5층,Y,도시형생활주택(원룸형),"1,000,000 ","245,380 ","2,000,000 ","298,710 ",공용관리비 높음(자체관리소 보유)
23,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",507,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,5층,Y,도시형생활주택(원룸형),"1,000,000 ","245,380 ","2,000,000 ","298,710 ",공용관리비 높음(자체관리소 보유)
24,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",510,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,27.0200,12.8860,39.9060,1,5층,Y,도시형생활주택(원룸형),"1,000,000 ","245,380 ","2,000,000 ","298,710 ",공용관리비 높음(자체관리소 보유)
25,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",714,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,20.2300,9.7793,30.0093,1,7층,Y,도시형생활주택(원룸형),"1,000,000 ","182,560 ","2,000,000 ","221,060 ",공용관리비 높음(자체관리소 보유)
26,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산부산진구),"부산광역시 부산진구 가야대로406번길 15-4(개금동,상우다솜) ",1202,부산진구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,20.2300,9.7793,30.0093,1,12층,Y,도시형생활주택(원룸형),"1,000,000 ","187,510 ","2,000,000 ","227,240 ",공용관리비 높음(자체관리소 보유)
27,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",203,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,26.0400,20.9300,46.9700,1,2층,Y,혼합형,"1,000,000 ","266,540 ","2,000,000 ","325,160 ",
28,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",208,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,25.7300,21.8200,47.5500,1,2층,Y,혼합형,"1,000,000 ","254,180 ","2,000,000 ","309,670 ",
29,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",306,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,25.8100,21.7200,47.5300,1,3층,Y,혼합형,"1,000,000 ","259,190 ","2,000,000 ","315,930 ",
30,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",308,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,25.7300,21.8200,47.5500,1,3층,Y,혼합형,"1,000,000 ","259,200 ","2,000,000 ","315,940 ",
31,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",405,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,25.8200,21.9500,47.7700,1,4층,Y,혼합형,"1,000,000 ","279,310 ","2,000,000 ","341,060 ",
32,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",406,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,25.8100,21.7200,47.5300,1,4층,Y,혼합형,"1,000,000 ","269,210 ","2,000,000 ","328,460 ",
33,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",501,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,25.8200,21.9500,47.7700,1,5층,Y,혼합형,"1,000,000 ","281,820 ","2,000,000 ","344,200 ",
34,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",507,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,25.5300,20.7700,46.3000,1,5층,Y,혼합형,"1,000,000 ","211,430 ","2,000,000 ","257,330 ",
35,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",508,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,25.7300,21.8200,47.5500,1,5층,Y,혼합형,"1,000,000 ","211,820 ","2,000,000 ","257,710 ",
36,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산북구),"부산광역시 북구 만덕대로66번길 20(덕천동,덕천동 네오비아) ",704,부산북구,열람불가(계약 전 주택 개방),해당없음,남여공용,0.0000,26.0400,20.9300,46.9700,1,7층,Y,혼합형,"1,000,000 ","211,640 ","2,000,000 ","257,530 ",
37,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,307,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
38,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,308,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
39,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,309,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
40,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,310,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
41,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,311,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
42,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,312,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
43,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,313,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9951,9.7509,39.7460,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
44,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,314,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9951,9.7509,39.7460,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
45,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,315,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9951,9.7509,39.7460,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
46,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,316,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9951,9.7509,39.7460,1,3층,Y,아파트,"1,000,000 ","170,310 ","2,000,000 ","206,300 ",공용관리비 높음(자체관리소 보유)
47,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,317,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9311,9.8006,39.7317,1,3층,Y,아파트,"1,000,000 ","170,210 ","2,000,000 ","206,200 ",공용관리비 높음(자체관리소 보유)
48,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,319,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9951,9.7509,39.7460,1,3층,Y,아파트,"1,000,000 ","170,260 ","2,000,000 ","206,250 ",공용관리비 높음(자체관리소 보유)
49,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,320,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,260 ","2,000,000 ","206,250 ",공용관리비 높음(자체관리소 보유)
50,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,321,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,260 ","2,000,000 ","206,250 ",공용관리비 높음(자체관리소 보유)
51,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,322,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,260 ","2,000,000 ","206,250 ",공용관리비 높음(자체관리소 보유)
52,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,323,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,260 ","2,000,000 ","206,250 ",공용관리비 높음(자체관리소 보유)
53,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,324,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,260 ","2,000,000 ","206,250 ",공용관리비 높음(자체관리소 보유)
54,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,325,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,3층,Y,아파트,"1,000,000 ","170,260 ","2,000,000 ","206,250 ",공용관리비 높음(자체관리소 보유)
55,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,506,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남여공용,0.0000,29.9956,9.8320,39.8276,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
56,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,507,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9956,9.8320,39.8276,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
57,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,508,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9956,9.8320,39.8276,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
58,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,509,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9956,9.8320,39.8276,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
59,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,510,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9956,9.8320,39.8276,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
60,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,511,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9956,9.8320,39.8276,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
61,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,512,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9956,9.8320,39.8276,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
62,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,513,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9951,9.7509,39.7460,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
63,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,515,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9951,9.7509,39.7460,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
64,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,516,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9951,9.7509,39.7460,1,5층,Y,아파트,"1,000,000 ","170,560 ","2,000,000 ","206,550 ",공용관리비 높음(자체관리소 보유)
65,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,517,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9311,9.8006,39.7317,1,5층,Y,아파트,"1,000,000 ","170,460 ","2,000,000 ","206,450 ",공용관리비 높음(자체관리소 보유)
66,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,518,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9951,9.7509,39.7460,1,5층,Y,아파트,"1,000,000 ","170,510 ","2,000,000 ","206,500 ",공용관리비 높음(자체관리소 보유)
67,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,519,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9951,9.7509,39.7460,1,5층,Y,아파트,"1,000,000 ","170,510 ","2,000,000 ","206,500 ",공용관리비 높음(자체관리소 보유)
68,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,520,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9956,9.8320,39.8276,1,5층,Y,아파트,"1,000,000 ","170,510 ","2,000,000 ","206,500 ",공용관리비 높음(자체관리소 보유)
69,부산울산지역본부,부산서부권주거복지지사(주거복지사업처),부산광역시,매입다가구(부산사상구),부산광역시 사상구 사상로148번길 25(괘법동) 사상더베스트,521,부산사상구,열람불가(계약 전 주택 개방),단독(1인),남녀공용,0.0000,29.9956,9.8320,39.8276,1,5층,Y,아파트,"1,000,000 ","170,510 ","2,000,000 ","206,500 ",공용관리비 높음(자체관리소 보유)
